ISN,Region,County,Child ID,Custody Start,Custody End,Custody Type,Custody Sequence Number,Custody Tracking Number
46067,I-S,Lee,11510485,2016-10-29,2018-07-30,CORD,1,41YC16P00956
41771,I-S,Itawamba,11510795,2015-10-30,2017-11-01,CORD,1,29YC15P00337
46909,III-S,Hinds,11511759,2017-01-17,2017-01-25,CORD,1,25YC17P00103
40853,II-E,DeSoto,11512380,2015-08-17,2017-02-15,CORD,1,17YC15P01003
40900,VI,Stone,11512976,2015-08-20,2016-07-27,CORD,1,66YC15P00087
52484,I-S,Union,11513883,2018-08-15,NULL,CORD,1,73YC18P00333
40923,III-S,Hinds,11514197,2015-08-18,NULL,CORD,1,25YC15P01479
40924,III-S,Hinds,11514200,2015-08-18,NULL,CORD,1,25YC15P01480
40870,II-E,DeSoto,11514391,2015-08-18,2017-08-01,CORD,1,17YC15P01008
41029,III-N,Rankin,11514588,2015-08-18,2015-09-22,CORD,1,61YC15P01091
41027,III-N,Rankin,11514685,2015-08-18,2015-09-22,CORD,1,61YC15P01089
41028,III-N,Rankin,11515509,2015-08-18,2015-09-22,CORD,1,61YC15P01090
41122,VII-C,Harrison,11516718,2015-09-09,2015-10-08,CORD,1,24YC15P02312
46621,I-N,Alcorn,11516726,2016-12-21,NULL,CORD,1,02YC16P00619
40877,VII-E,Jackson,11516793,2015-08-18,2017-08-29,CORD,1,30YC15P01013
40878,VII-E,Jackson,11516823,2015-08-18,2017-10-12,CORD,1,30YC15P01015
40881,VII-E,Jackson,11517064,2015-08-08,NULL,CORD,1,30YC15P01018
41250,I-S,Itawamba,11519539,2015-09-21,2016-04-28,CORD,1,29YC15P00340
41249,I-S,Itawamba,11519547,2015-09-21,2016-04-28,CORD,1,29YC15P00341
41078,VII-C,Harrison,11519636,2015-08-20,2015-09-17,CORD,1,24YC15P02274
43778,VII-C,Harrison,11519636,2016-05-03,2016-11-16,CORD,2,24YC16P01413
46495,VII-E,Jackson,11519636,2016-12-06,NULL,CORD,3,30YC16P01622
52149,II-E,Tunica,11520065,2018-06-19,NULL,CORD,1,72YC18P00082
40949,IV-N,Oktibbeha,11520715,2015-08-19,2016-07-29,CORD,1,53YC15P00132
44652,VII-E,Jackson,11520782,2016-07-15,2016-07-19,CORD,1,30YC16P00978
41345,IV-S,Neshoba,11522009,2015-09-28,NULL,CORD,1,50YC15P00292
41366,IV-S,Neshoba,11522025,2015-09-29,2017-03-09,CORD,1,50YC16P00019
40963,VII-W,Pearl River,11523994,2015-08-21,2016-11-16,CORD,1,55YC15P00517
41018,V-W,Warren,11524281,2015-08-18,2016-02-09,CORD,1,75YC15P00299
42005,II-W,Washington,11524486,2015-11-19,2016-03-01,CORD,1,76YC15P01091
44753,II-W,Washington,11524486,2016-04-15,NULL,CORD,2,76YC16P00329
41126,IV-N,Lowndes,11525083,2015-09-09,2016-01-21,CORD,1,44YC15P00433
43848,VII-W,Hancock,11525385,2016-05-05,NULL,CORD,1,23YC15P00565
43850,VII-W,Hancock,11525407,2016-05-05,NULL,CORD,1,23YC15P00566
49865,V-E,Lawrence,11525628,2017-10-12,NULL,CORD,1,39YC17P00155
50374,VII-W,Hancock,11525946,2017-12-05,2018-07-18,CORD,1,23YC17P00638
50360,VII-W,Hancock,11526039,2017-12-05,2018-07-18,CORD,1,23YC17P00634
52432,VII-W,Hancock,11526039,2018-08-07,NULL,CORD,2,23YC18P00401
40933,III-S,Hinds,11526934,2015-08-20,2016-10-20,CORD,1,25YC15P01495
40964,VII-E,Jackson,11527159,2015-08-12,2017-03-14,CORD,1,30YC15P01032
40936,VII-C,Harrison,11527736,2015-08-18,NULL,CORD,1,24YC15P02134
41113,III-S,Hinds,11528074,2015-07-31,2018-08-14,CORD,1,25YC15P01504
41206,III-S,Hinds,11528120,2015-08-22,2015-11-24,CORD,1,25YC15P01634
50235,II-W,Holmes,11528554,2017-11-17,NULL,CORD,1,26YC17P00189
41412,I-N,Alcorn,11528643,2015-10-02,2015-11-04,CORD,1,02YC15P00480
40981,VII-W,Pearl River,11528783,2015-08-26,2016-09-14,CORD,1,55YC15P00523
41824,III-S,Hinds,11530095,2015-10-16,2018-06-07,CORD,1,25YC15P02029
41025,VII-W,Hancock,11530559,2015-08-25,2016-10-26,CORD,1,23YC15P00552
44703,IV-N,Lowndes,11530702,2016-07-19,2018-09-05,CORD,1,44YC16P00066
40955,IV-N,Attala,11531113,2015-08-21,2017-11-14,CORD,1,04YC15P00257
40954,IV-N,Attala,11531156,2015-08-21,2017-11-14,CORD,1,04YC15P00256
40962,VII-C,Harrison,11531733,2015-08-24,2015-09-21,CORD,1,24YC15P02149
42512,VII-C,Harrison,11531733,2016-01-14,2018-07-03,CORD,2,24YC16P00164
52541,VI,Forrest,11533019,2018-08-21,NULL,CORD,1,18YC18P00609
40977,VII-C,Harrison,11533264,2015-08-25,2015-09-02,CORD,1,24YC15P02158
41684,VII-E,George,11533299,2015-08-26,2015-11-16,CORD,1,20YC15P00125
41024,II-W,Washington,11533590,2015-08-31,NULL,CORD,1,76YC15P00803
45775,V-W,Amite,11534112,2016-10-03,2017-07-20,CORD,1,03YC16P00104
41137,III-S,Hinds,11535291,2015-09-04,2015-12-08,CORD,1,25YC15P01519
50664,III-S,Hinds,11535291,2018-01-12,2018-01-24,CORD,2,25YC18P00083
41136,III-S,Hinds,11535313,2015-09-04,2015-12-08,CORD,1,25YC15P01575
50665,III-S,Hinds,11535313,2018-01-12,2018-01-24,CORD,2,25YC18P00084
41183,III-S,Hinds,11536182,2015-08-27,NULL,CORD,1,25YC15P01621
50758,IV-N,Lowndes,11536190,2018-01-25,NULL,CORD,1,44YC18P00060
41203,III-S,Hinds,11536204,2015-08-27,NULL,CORD,1,25YC15P01632
40982,VII-C,Harrison,11537758,2015-08-26,2016-03-21,CORD,1,24YC15P02163
40983,VII-C,Harrison,11537952,2015-08-26,2016-03-21,CORD,1,24YC15P02164
49523,II-W,Sunflower,11538045,2017-09-13,NULL,CORD,1,67YC15P00244
41695,V-E,Marion,11539181,2015-10-26,2016-01-19,CORD,1,46YC15P00331
41445,II-W,Carroll,11539564,2015-10-06,NULL,CORD,1,08YC15P00051
47448,II-W,Holmes,11539742,2017-03-07,NULL,CORD,1,26YC17P00013
41247,III-S,Hinds,11539750,2015-08-26,2015-08-27,CORD,1,25YC15P01566
43255,V-W,Pike,11539769,2016-02-21,2018-01-10,CORD,1,57YC16P00174
42960,V-W,Pike,11539785,2016-02-21,2017-05-03,CORD,1,57YC16P00164
41016,VI,Forrest,11540090,2015-08-26,2016-04-12,CORD,1,18YC15P01086
43349,V-W,Franklin,11541216,2016-03-30,2016-06-03,CORD,1,19YC16P00027
48643,I-N,Marshall,11541623,2017-06-20,NULL,CORD,1,47YC17P00213
41116,III-S,Hinds,11543243,2015-08-29,2016-08-18,CORD,1,25YC15P01551
41022,IV-S,Lauderdale,11543383,2015-08-29,2015-09-04,CORD,1,38YC15P00399
41055,VII-C,Harrison,11543693,2015-09-02,NULL,CORD,1,24YC15P02250
41037,I-N,Tishomingo,11543766,2015-08-20,2016-08-20,CORD,1,71YC15P00195
41014,III-S,Hinds,11545661,2015-08-24,2016-06-22,CORD,1,25YC15P01536
45217,III-S,Hinds,11545661,2016-08-12,NULL,CORD,2,25YC16P01190
41012,VII-E,Jackson,11545815,2015-08-26,2017-11-27,CORD,1,30YC15P01058
41414,I-N,Tippah,11545858,2015-09-29,2016-06-09,CORD,1,70YC15P00236
41941,VI,Forrest,11545904,2015-08-31,2015-09-01,CORD,1,18YC15P01458
46118,VII-W,Pearl River,11545904,2016-10-25,2017-12-13,CORD,2,55YC16P00654
42705,I-N,Tippah,11546242,2016-01-26,2016-03-10,CORD,1,70YC16P00034
41273,VII-C,Harrison,11547206,2015-08-30,2015-09-02,CORD,1,24YC15P02290
41272,VII-C,Harrison,11547222,2015-08-30,2015-09-02,CORD,1,24YC15P02380
50422,I-S,Lafayette,11547729,2017-12-14,2018-06-14,CORD,1,36YC17P00429
41097,I-N,Tishomingo,11548520,2015-08-28,2016-09-13,CORD,1,71YC15P00203
41095,I-N,Tishomingo,11548903,2015-08-28,2016-09-13,CORD,1,71YC15P00202
41030,V-W,Adams,11550037,2015-08-31,2016-06-27,CORD,1,01YC15P00153
41031,V-W,Adams,11550061,2015-08-31,2017-04-28,CORD,1,01YC15P00154
48598,VII-W,Hancock,11550487,2017-06-15,NULL,CORD,1,23YC17P00338
41849,III-S,Hinds,11550924,2015-10-05,2016-01-12,CORD,1,25YC15P02045
41073,VII-C,Harrison,11551033,2015-08-08,2016-08-11,CORD,1,24YC15P02271
41074,VII-C,Harrison,11551041,2015-08-08,2016-08-11,CORD,1,24YC15P02228
41040,I-N,Tishomingo,11552501,2015-08-20,2016-08-20,CORD,1,71YC15P00198
41039,VII-E,Jackson,11552692,2015-08-30,2016-02-29,CORD,1,30YC15P01063
44050,VII-C,Harrison,11553710,2016-05-24,2016-06-17,CORD,1,24YC16P01719
41043,II-W,Sunflower,11554903,2015-09-01,2018-06-06,CORD,1,67YC15P00242
44252,II-W,Washington,11555330,2016-06-10,2018-01-18,CORD,1,76YC16P00237
41068,VII-C,Harrison,11555365,2015-09-02,2016-02-03,CORD,1,24YC15P02265
41072,VII-C,Harrison,11555411,2015-09-02,2016-02-03,CORD,1,24YC15P02270
41254,III-N,Rankin,11555578,2015-08-27,2016-02-19,CORD,1,61YC15P01205
48023,VI,Stone,11555632,2017-04-19,2018-01-24,CORD,1,66YC17P00112
48022,VI,Stone,11555659,2017-04-19,2018-01-24,CORD,1,66YC17P00113
42643,VII-C,Harrison,11555799,2016-01-14,NULL,CORD,1,24YC16P00276
41046,VII-E,Jackson,11555829,2015-09-02,2015-12-14,CORD,1,30YC15P01066
45352,II-E,Yalobusha,11555853,2016-09-01,2018-03-15,CORD,1,81YC15P00228
45351,II-E,Yalobusha,11555896,2016-09-01,2018-03-15,CORD,1,81YC15P00229
41145,IV-N,Clay,11556019,2015-09-01,2016-03-09,CORD,1,13YC15P00079
52629,V-W,Pike,11556027,2018-08-24,NULL,CORD,1,57YC18P00603
41077,VII-C,Harrison,11556167,2015-08-20,2015-09-17,CORD,1,24YC15P02273
43776,VII-C,Harrison,11556167,2016-05-03,2016-11-16,CORD,2,24YC16P01412
46494,VII-E,Jackson,11556167,2016-12-06,NULL,CORD,3,30YC16P01619
41062,V-W,Adams,11557279,2015-09-01,2016-05-23,CORD,1,01YC15P00157
41107,VII-C,Harrison,11557392,2015-09-02,NULL,CORD,1,24YC15P02294
41106,VII-C,Harrison,11557422,2015-09-02,NULL,CORD,1,24YC15P02295
47486,VI,Forrest,11557430,2017-03-09,2017-08-31,CORD,1,18YC17P00126
47487,VI,Forrest,11557449,2017-03-09,2017-08-31,CORD,1,18YC17P00125
41173,VII-W,Hancock,11557570,2015-09-11,2017-06-07,CORD,1,23YC15P00588
41207,III-S,Hinds,11557589,2015-09-02,2016-01-05,CORD,1,25YC15P01580
41071,III-S,Hinds,11558283,2015-09-01,2016-03-17,CORD,1,25YC15P01558
41052,I-S,Lee,11558291,2015-09-01,2018-06-27,CORD,1,41YC15P00823
41117,III-S,Hinds,11558429,2015-08-29,2016-08-18,CORD,1,25YC15P01583
43595,IV-S,Clarke,11558445,2016-04-14,2017-06-28,CORD,1,12YC16P00088
41225,III-S,Hinds,11558542,2015-09-01,2015-09-10,CORD,1,25YC15P01639
41226,III-S,Hinds,11558585,2015-09-03,2015-09-10,CORD,1,25YC15P01640
52690,VII-C,Harrison,11559336,2018-08-23,NULL,CORD,1,24YC18P03085
47979,I-N,Tishomingo,11559409,2017-04-13,2018-01-23,CORD,1,71YC17P00159
47980,I-N,Tishomingo,11559417,2017-04-13,2018-01-23,CORD,1,71YC17P00160
43211,III-S,Hinds,11560288,2016-03-13,2018-01-26,CORD,1,25YC16P00456
43598,IV-S,Wayne,11560482,2016-04-19,2017-02-07,CORD,1,77YC16P00072
41535,V-E,Marion,11561004,2015-09-03,2016-01-04,CORD,1,46YC15P00296
51176,VI,Perry,11561799,2018-03-05,NULL,CORD,1,56YC18P00013
51174,VI,Perry,11561845,2018-03-05,NULL,CORD,1,56YC18P00014
41171,V-E,Marion,11561934,2015-09-04,2018-03-02,CORD,1,46YC15P00291
41394,V-E,Lincoln,11562108,2015-08-28,2018-02-27,CORD,1,43YC15P00219
41118,VII-E,Jackson,11562175,2015-09-02,2016-12-02,CORD,1,30YC15P01099
41709,III-N,Rankin,11563139,2015-08-21,2015-10-22,CORD,1,61YC15P01242
41708,III-N,Rankin,11563171,2015-08-21,2015-10-22,CORD,1,61YC15P01241
48477,II-W,Holmes,11563236,2017-06-01,NULL,CORD,1,26YC17P00040
41102,VII-E,Jackson,11563244,2015-09-04,2016-03-14,CORD,1,30YC15P01080
44049,VII-C,Harrison,11563783,2016-05-24,2016-06-17,CORD,1,24YC16P01718
43736,VII-W,Hancock,11564143,2016-04-20,2017-06-15,CORD,1,23YC16P00251
43735,VII-W,Hancock,11564151,2016-04-20,2017-06-15,CORD,1,23YC16P00067
43225,VII-W,Pearl River,11564917,2016-03-18,2018-08-22,CORD,1,55YC16P00169
41341,III-S,Hinds,11565026,2015-09-04,2018-03-08,CORD,1,25YC15P01704
41625,IV-S,Newton,11565344,2015-10-21,2016-03-16,CORD,1,51YC15P00194
43711,VI,Forrest,11565344,2016-04-27,2017-10-12,CORD,2,18YC16P00482
50777,VI,Forrest,11565344,2018-01-25,NULL,CORD,3,18YC18P00056
41626,IV-S,Newton,11565352,2015-10-21,2016-03-16,CORD,1,51YC15P00197
43708,VI,Forrest,11565352,2016-04-27,2017-10-12,CORD,2,18YC16P00483
50774,VI,Forrest,11565352,2018-01-25,2018-08-23,CORD,3,18YC18P00053
41624,IV-S,Newton,11565360,2015-10-21,2016-03-16,CORD,1,51YC15P00195
43709,VI,Forrest,11565360,2016-04-27,2017-10-12,CORD,2,18YC16P00484
50775,VI,Forrest,11565360,2018-01-25,2018-08-23,CORD,3,18YC18P00054
41627,IV-S,Newton,11565379,2015-10-21,2016-03-16,CORD,1,51YC15P00198
43710,VI,Forrest,11565379,2016-04-27,2017-10-12,CORD,2,18YC16P00485
50776,VI,Forrest,11565379,2018-01-25,2018-08-23,CORD,3,18YC18P00055
41091,IV-S,Lauderdale,11565727,2015-08-31,2017-02-08,CORD,1,38YC15P00275
50313,IV-S,Lauderdale,11565727,2017-11-29,2018-05-10,CORD,2,38YC17P00545
41138,VII-W,Pearl River,11565964,2015-09-04,2017-02-15,CORD,1,55YC15P00551
41141,VII-W,Pearl River,11565972,2015-09-04,2017-02-15,CORD,1,55YC15P00553
41140,VII-W,Pearl River,11565999,2015-09-04,2017-02-15,CORD,1,55YC15P00552
41553,I-N,Alcorn,11566006,2015-09-03,2015-09-08,CORD,1,02YC15P00590
46254,II-E,Panola,11566979,2016-11-13,2018-05-03,CORD,1,54YC15P00205
46255,II-E,Panola,11567002,2016-11-13,2018-05-03,CORD,1,54YC15P00206
46257,II-E,Panola,11567029,2016-11-13,2018-05-03,CORD,1,54YC15P00207
46256,II-E,Panola,11567037,2016-11-13,2018-05-03,CORD,1,54YC15P00208
42372,III-N,Rankin,11568017,2015-12-29,2016-10-12,CORD,1,61YC16P00014
41278,VII-C,Harrison,11568173,2015-09-17,2017-01-12,CORD,1,24YC15P02422
50184,VII-E,Jackson,11569552,2017-11-13,2017-11-27,CORD,1,30YC17P01417
48910,IV-N,Lowndes,11570453,2017-07-19,NULL,CORD,1,44YC17P00230
41281,III-S,Hinds,11570909,2015-09-09,2017-09-14,CORD,1,25YC15P01664
41360,III-S,Hinds,11570941,2015-08-07,2015-08-13,CORD,1,25YC15P01740
47593,I-S,Itawamba,11571891,2017-01-19,NULL,CORD,1,29YC17P00013
50939,VII-C,Harrison,11572928,2018-01-03,2018-03-08,CORD,1,24YC18P00140
50940,VII-C,Harrison,11572952,2018-01-03,2018-03-08,CORD,1,24YC18P00139
50188,IV-S,Jones,11573509,2017-11-14,NULL,CORD,1,34YC17P00917
41231,I-N,Tishomingo,11573940,2015-09-17,2016-09-27,CORD,1,71YC15P00213
41124,VII-C,Harrison,11574009,2015-09-08,2016-02-22,CORD,1,24YC15P02314
41142,VII-C,Harrison,11574130,2015-07-07,2015-07-08,CORD,1,24YC15P02323
41143,VII-C,Harrison,11574149,2015-07-07,2015-07-08,CORD,1,24YC15P02327
41181,I-S,Union,11574181,2015-09-11,2018-02-20,CORD,1,73YC15P00288
41205,III-S,Hinds,11574491,2015-09-04,2017-11-16,CORD,1,25YC15P01635
42424,V-E,Marion,11574890,2016-01-06,2016-09-19,CORD,1,46YC15P00297
42423,V-E,Marion,11574939,2016-01-06,2016-09-19,CORD,1,46YC15P00299
42498,V-E,Marion,11574971,2016-01-11,2016-09-19,CORD,1,46YC16P00021
41244,I-N,Tippah,11575196,2015-09-09,2016-01-21,CORD,1,70YC15P00206
41737,II-E,DeSoto,11575242,2015-09-08,2015-09-08,CORD,1,17YC15P01255
42222,VII-W,Hancock,11575889,2015-12-09,NULL,CORD,1,23YC15P00818
41759,VII-C,Harrison,11576338,2015-08-19,2015-08-24,CORD,1,24YC15P02533
44239,III-N,Rankin,11576702,2016-06-06,2018-05-16,CORD,1,61YC16P00851
52577,I-S,Union,11576818,2018-08-23,NULL,CORD,1,73YC18P00348
52578,I-S,Union,11576834,2018-08-23,NULL,CORD,1,73YC18P00349
41264,III-N,Rankin,11576958,2015-09-21,NULL,CORD,1,61YC15P01212
41155,V-W,Warren,11577784,2015-09-10,NULL,CORD,1,75YC15P00313
41161,VII-E,Jackson,11578349,2015-09-10,2016-09-12,CORD,1,30YC15P01105
45896,VII-E,Jackson,11578349,2016-10-12,2018-01-22,CORD,2,30YC16P01373
41307,VII-W,Hancock,11580440,2015-09-10,2018-08-23,CORD,1,23YC15P00615
41527,IV-S,Lauderdale,11581285,2015-09-13,2016-04-13,CORD,1,38YC15P00308
41526,IV-S,Lauderdale,11581315,2015-09-13,2016-04-13,CORD,1,38YC15P00309
41240,IV-N,Noxubee,11582117,2015-09-17,2017-02-09,CORD,1,52YC15P00079
41390,III-N,Rankin,11582192,2015-09-09,2015-10-19,CORD,1,61YC15P01250
41391,III-N,Rankin,11582206,2015-09-09,2015-10-19,CORD,1,61YC15P01251
48840,VII-C,Harrison,11582311,2017-07-13,2018-07-05,CORD,1,24YC17P01966
45734,V-E,Marion,11582621,2016-09-28,2017-12-11,CORD,1,46YC16P00414
45733,V-E,Marion,11582648,2016-09-28,2017-12-11,CORD,1,46YC16P00413
41241,III-S,Hinds,11583458,2015-09-15,2016-06-16,VOL,1,25YC15P01647
41542,VII-C,Harrison,11584047,2015-10-06,2015-10-14,CORD,1,24YC15P02353
41176,VII-E,Jackson,11584608,2015-09-11,2015-09-21,CORD,1,30YC15P01114
43812,VII-E,Jackson,11584608,2016-05-03,2018-05-08,CORD,2,30YC16P00591
51260,III-S,Hinds,11585019,2018-03-16,NULL,CORD,1,25YC18P00243
47823,VI,Lamar,11585906,2017-04-08,NULL,CORD,1,37YC17P00132
41186,VI,Forrest,11587313,2015-09-13,2016-08-02,CORD,1,18YC15P01143
41299,VII-W,Hancock,11587402,2015-09-03,2016-05-25,CORD,1,23YC15P00594
41298,VII-W,Hancock,11587429,2015-09-03,2016-05-25,CORD,1,23YC15P00595
42287,VII-W,Pearl River,11588123,2015-12-23,NULL,CORD,1,55YC15P00848
42288,VII-W,Pearl River,11588158,2015-12-23,NULL,CORD,1,55YC15P00849
41217,I-S,Monroe,11588794,2015-09-14,2016-06-15,CORD,1,48YC15P00437
41363,VII-C,Harrison,11589855,2015-09-12,2017-10-19,CORD,1,24YC15P02365
41361,VII-C,Harrison,11589898,2015-09-12,2017-10-19,CORD,1,24YC15P02366
41362,VII-C,Harrison,11589928,2015-09-12,2017-10-19,CORD,1,24YC15P02367
41214,II-W,Coahoma,11590527,2015-09-15,2017-07-26,CORD,1,14YC15P00255
47866,I-S,Pontotoc,11590691,2017-04-11,NULL,CORD,1,58YC17P00208
47865,I-S,Pontotoc,11590764,2017-04-11,NULL,CORD,1,58YC17P00207
44668,IV-N,Clay,11590985,2016-07-19,2017-08-16,CORD,1,13YC16P00023
41202,VII-E,Jackson,11591043,2015-09-15,2015-11-04,CORD,1,30YC15P01150
46063,I-S,Monroe,11592015,2016-10-28,2017-01-11,CORD,1,48YC16P00460
46064,I-S,Monroe,11592058,2016-10-28,2017-01-11,CORD,1,48YC16P00461
44671,IV-N,Clay,11592619,2016-07-19,2016-11-09,CORD,1,13YC16P00080
41294,IV-S,Lauderdale,11593356,2015-09-16,2015-09-17,CORD,1,38YC15P00300
45480,VII-C,Harrison,11594697,2016-09-03,2016-10-03,CORD,1,24YC16P02909
45477,VII-C,Harrison,11594700,2016-09-03,2016-10-03,CORD,1,24YC15P02704
45476,VII-C,Harrison,11594719,2016-09-03,2017-03-29,CORD,1,24YC16P02857
41216,III-N,Yazoo,11595103,2015-09-13,NULL,CORD,1,82YC15P00243
43060,I-N,Tippah,11595367,2016-03-04,2017-01-12,CORD,1,70YC16P00077
47761,I-N,Tippah,11595367,2017-03-31,2017-05-11,CORD,2,70YC17P00113
46062,I-S,Monroe,11595472,2016-10-28,2017-01-11,CORD,1,48YC16P00459
41212,I-S,Monroe,11595618,2015-09-10,2018-04-13,CORD,1,48YC15P00436
41491,IV-N,Lowndes,11596487,2015-09-14,2018-05-23,CORD,1,44YC15P00456
41492,IV-N,Lowndes,11596509,2015-09-14,2018-05-23,CORD,1,44YC15P00486
47639,VII-C,Harrison,11596703,2017-03-23,NULL,CORD,1,24YC17P00979
41233,III-N,Rankin,11598110,2015-09-17,2015-11-14,CORD,1,61YC15P01176
45702,I-S,Lee,11598536,2016-09-26,NULL,CORD,1,41YC16P00857
41255,VII-W,Pearl River,11598587,2015-09-17,2017-02-15,CORD,1,55YC15P00581
44529,I-S,Union,11598730,2016-07-08,2018-04-30,CORD,1,73YC16P00063
42180,IV-S,Lauderdale,11599230,2015-12-10,2017-03-02,CORD,1,38YC15P00374
41297,I-N,Marshall,11599540,2015-09-18,2018-08-07,CORD,1,47YC15P00361
47617,VII-C,Harrison,11599575,2017-03-09,2017-04-04,CORD,1,24YC17P00946
41434,VII-E,Jackson,11600905,2015-09-18,2015-09-22,CORD,1,30YC15P01299
41727,II-E,Yalobusha,11601014,2015-10-27,2016-05-19,CORD,1,81YC15P00234
41275,VII-C,Harrison,11602037,2015-09-17,2016-08-31,CORD,1,24YC15P02423
52034,VII-C,Harrison,11602037,2018-06-12,NULL,CORD,2,24YC18P02249
41279,VII-C,Harrison,11602045,2015-09-17,2016-08-31,CORD,1,24YC15P02424
52036,VII-C,Harrison,11602045,2018-06-12,NULL,CORD,2,24YC18P02251
41277,VII-C,Harrison,11602053,2015-09-17,2016-08-31,CORD,1,24YC15P02425
52035,VII-C,Harrison,11602053,2018-06-12,NULL,CORD,2,24YC18P02250
41312,IV-S,Jones,11602118,2015-09-21,2016-11-16,CORD,1,34YC15P00476
41616,VII-C,Harrison,11602843,2015-10-20,2016-05-17,CORD,1,24YC15P02467
41351,IV-S,Kemper,11602886,2015-09-18,NULL,CORD,1,35YC15P00013
41304,VI,Forrest,11603130,2015-09-18,NULL,CORD,1,18YC15P01203
41706,III-S,Hinds,11603289,2015-09-17,2015-12-29,CORD,1,25YC15P01651
50710,III-S,Hinds,11603505,2018-01-14,2018-04-03,CORD,1,25YC18P00092
50709,III-S,Hinds,11603580,2018-01-14,2018-04-03,CORD,1,25YC18P00091
50712,III-S,Hinds,11603688,2018-01-14,2018-04-03,CORD,1,25YC18P00094
50711,III-S,Hinds,11603718,2018-01-14,2018-04-03,CORD,1,25YC18P00093
41306,III-S,Hinds,11603815,2015-09-16,2017-04-12,CORD,1,25YC15P01666
41283,II-W,Washington,11604277,2015-09-18,2016-11-10,CORD,1,76YC15P00875
46608,IV-S,Wayne,11604439,2016-12-20,2017-07-11,CORD,1,77YC15P00257
42821,VII-C,Harrison,11604463,2016-02-11,NULL,CORD,1,24YC16P00468
49802,V-E,Marion,11604803,2017-09-24,NULL,CORD,1,46YC17P00252
41261,VII-E,Jackson,11605117,2015-09-19,2017-09-18,CORD,1,30YC15P01179
43242,II-E,DeSoto,11605648,2016-03-17,2017-08-01,CORD,1,17YC16P00483
41257,I-S,Lee,11605850,2015-09-08,2017-05-25,CORD,1,41YC15P00888
48663,I-S,Lee,11605850,2017-06-21,NULL,CORD,2,41YC17P00724
43584,VII-W,Pearl River,11608019,2016-04-18,2018-03-21,CORD,1,55YC16P00261
41470,III-S,Hinds,11611168,2015-09-16,2015-12-22,CORD,1,25YC15P01785
41514,VII-E,Jackson,11611745,2015-09-22,2016-12-27,CORD,1,30YC15P01334
41563,VII-W,Pearl River,11611834,2015-09-22,2017-09-28,CORD,1,55YC15P00669
41516,VII-E,Jackson,11611915,2015-09-22,2016-12-27,CORD,1,30YC15P01289
41364,I-N,Tishomingo,11612326,2015-09-22,2018-06-25,CORD,1,71YC15P00222
51714,III-S,Hinds,11612660,2018-05-01,NULL,CORD,1,25YC15P02307
43181,V-W,Walthall,11612946,2016-03-17,NULL,CORD,1,74YC16P00067
46536,IV-N,Calhoun,11613233,2016-12-13,2017-02-15,CORD,1,07YC17P00008
41344,III-S,Hinds,11613314,2015-09-18,NULL,CORD,1,25YC15P01728
41308,VII-W,Hancock,11613470,2015-09-16,2018-08-23,CORD,1,23YC15P00616
41309,VII-W,Hancock,11614019,2015-09-20,2017-01-11,CORD,1,23YC15P00617
41313,II-E,Tate,11614906,2015-09-23,2016-07-20,CORD,1,69YC15P00270
41425,III-S,Hinds,11615031,2015-09-22,2016-08-18,CORD,1,25YC15P01772
48869,VII-C,Harrison,11615716,2017-07-14,2017-10-24,CORD,1,24YC17P02548
43243,VII-C,Harrison,11616801,2015-12-30,2017-04-03,CORD,1,24YC16P00155
41617,VII-C,Harrison,11616852,2015-10-20,2016-05-17,CORD,1,24YC15P02468
44156,V-W,Jefferson,11617069,2016-05-31,NULL,CORD,1,32YC16P00016
44157,V-W,Jefferson,11617093,2016-05-31,NULL,CORD,1,32YC16P00017
41330,III-S,Hinds,11619177,2015-09-21,2016-04-21,CORD,1,25YC15P01706
41326,V-W,Pike,11619193,2015-09-23,2015-10-05,CORD,1,57YC15P00636
41477,III-N,Rankin,11619215,2015-09-23,2016-05-19,CORD,1,61YC15P01298
51723,V-W,Warren,11619495,2018-04-29,2018-05-03,CORD,1,75YC18P00184
41332,V-W,Claiborne,11619959,2015-09-24,2018-05-02,CORD,1,11YC15P00073
41331,V-W,Claiborne,11619967,2015-09-24,2017-11-15,CORD,1,11YC15P00072
41339,IV-N,Lowndes,11620574,2015-09-24,2018-04-04,CORD,1,44YC15P00463
41340,IV-N,Lowndes,11620590,2015-09-24,2018-04-04,CORD,1,44YC15P00467
45300,III-S,Hinds,11620698,2016-08-25,2018-03-01,CORD,1,25YC16P01220
41476,III-N,Rankin,11621082,2015-09-23,2016-05-19,CORD,1,61YC15P01299
41554,III-S,Hinds,11621171,2015-10-02,2016-03-15,CORD,1,25YC15P01800
45182,I-N,Tippah,11622399,2016-08-17,2017-09-14,CORD,1,70YC16P00327
45181,I-N,Tippah,11622488,2016-08-17,2017-09-14,CORD,1,70YC16P00326
51078,VII-C,Harrison,11622690,2018-02-28,NULL,CORD,1,24YC18P00692
51079,VII-C,Harrison,11622712,2018-02-28,NULL,CORD,1,24YC18P00693
42043,III-S,Hinds,11622801,2015-09-18,2015-12-22,CORD,1,25YC15P02115
42044,III-S,Hinds,11622828,2015-09-18,2015-12-22,CORD,1,25YC15P02152
42042,III-S,Hinds,11622836,2015-09-18,2015-12-22,CORD,1,25YC15P02114
51004,IV-S,Lauderdale,11623131,2018-02-20,2018-07-19,CORD,1,38YC18P00060
